Predicted Date,Type of Error
2019-04-25 05:50:52.565373-05:00,Gcm notification Exception
2019-04-25 05:50:52.916404-05:00,DB Error
2019-04-25 05:50:53.288742-05:00,Gcm notification Exception
2019-04-25 05:50:53.759522-05:00,DB Error
2019-04-25 05:50:54.012122-05:00,Gcm notification Exception
2019-04-25 05:50:54.579182-05:00,APIs Error Request
2019-04-25 05:50:54.602632-05:00,DB Error
2019-04-25 05:50:54.735512-05:00,Gcm notification Exception
2019-04-25 05:50:55.445750-05:00,DB Error
2019-04-25 05:50:55.458912-05:00,Gcm notification Exception
2019-04-25 05:50:56.182324-05:00,Gcm notification Exception
2019-04-25 05:50:56.288861-05:00,DB Error
2019-04-25 05:50:56.843109-05:00,APIs Error Request
2019-04-25 05:50:56.905746-05:00,Gcm notification Exception
2019-04-25 05:50:57.131978-05:00,DB Error
2019-04-25 05:50:57.629178-05:00,Gcm notification Exception
2019-04-25 05:50:57.975089-05:00,DB Error
2019-04-25 05:50:58.352621-05:00,Gcm notification Exception
2019-04-25 05:50:58.818206-05:00,DB Error
2019-04-25 05:50:59.076075-05:00,Gcm notification Exception
2019-04-25 05:50:59.107128-05:00,APIs Error Request
2019-04-25 05:50:59.661317-05:00,DB Error
2019-04-25 05:50:59.799540-05:00,Gcm notification Exception
2019-04-25 05:51:00.504434-05:00,DB Error
2019-04-25 05:51:00.523015-05:00,Gcm notification Exception
2019-04-25 05:51:01.246500-05:00,Gcm notification Exception
2019-04-25 05:51:01.347545-05:00,DB Error
2019-04-25 05:51:01.371237-05:00,APIs Error Request
2019-04-25 05:51:01.969997-05:00,Gcm notification Exception
2019-04-25 05:51:02.190663-05:00,DB Error
2019-04-25 05:51:02.693504-05:00,Gcm notification Exception
2019-04-25 05:51:03.033774-05:00,DB Error
2019-04-25 05:51:03.417021-05:00,Gcm notification Exception
2019-04-25 05:51:03.635439-05:00,APIs Error Request
2019-04-25 05:51:03.876891-05:00,DB Error
2019-04-25 05:51:04.140550-05:00,Gcm notification Exception
2019-04-25 05:51:04.720002-05:00,DB Error
2019-04-25 05:51:04.864088-05:00,Gcm notification Exception
2019-04-25 05:51:05.563119-05:00,DB Error
2019-04-25 05:51:05.587638-05:00,Gcm notification Exception
2019-04-25 05:51:05.899731-05:00,APIs Error Request
2019-04-25 05:51:06.311198-05:00,Gcm notification Exception
2019-04-25 05:51:06.406230-05:00,DB Error
2019-04-25 05:51:07.034769-05:00,Gcm notification Exception
2019-04-25 05:51:07.249347-05:00,DB Error
2019-04-25 05:51:07.758350-05:00,Gcm notification Exception
2019-04-25 05:51:08.092458-05:00,DB Error
2019-04-25 05:51:08.164115-05:00,APIs Error Request
2019-04-25 05:51:08.481942-05:00,Gcm notification Exception
2019-04-25 05:51:08.935575-05:00,DB Error
2019-04-25 05:51:09.205545-05:00,Gcm notification Exception
2019-04-25 05:51:09.778686-05:00,DB Error
2019-04-25 05:51:09.929158-05:00,Gcm notification Exception
2019-04-25 05:51:10.428591-05:00,APIs Error Request
2019-04-25 05:51:10.621804-05:00,DB Error
2019-04-25 05:51:10.652782-05:00,Gcm notification Exception
2019-04-25 05:51:11.376416-05:00,Gcm notification Exception
2019-04-25 05:51:11.464915-05:00,DB Error
2019-04-25 05:51:12.100061-05:00,Gcm notification Exception
2019-04-25 05:51:12.308032-05:00,DB Error
2019-04-25 05:51:12.693157-05:00,APIs Error Request
2019-04-25 05:51:12.823717-05:00,Gcm notification Exception
2019-04-25 05:51:13.151143-05:00,DB Error
2019-04-25 05:51:13.547383-05:00,Gcm notification Exception
2019-04-25 05:51:13.994260-05:00,DB Error
2019-04-25 05:51:14.271060-05:00,Gcm notification Exception
2019-04-25 05:51:14.837371-05:00,DB Error
2019-04-25 05:51:14.957816-05:00,APIs Error Request
2019-04-25 05:51:14.994748-05:00,Gcm notification Exception
2019-04-25 05:51:15.680488-05:00,DB Error
2019-04-25 05:51:15.718446-05:00,Gcm notification Exception
2019-04-25 05:51:16.442155-05:00,Gcm notification Exception
2019-04-25 05:51:16.523599-05:00,DB Error
2019-04-25 05:51:17.165875-05:00,Gcm notification Exception
2019-04-25 05:51:17.222565-05:00,APIs Error Request
2019-04-25 05:51:17.366716-05:00,DB Error
2019-04-25 05:51:17.889605-05:00,Gcm notification Exception
2019-04-25 05:51:18.209828-05:00,DB Error
2019-04-25 05:51:18.613346-05:00,Gcm notification Exception
2019-04-25 05:51:19.052945-05:00,DB Error
2019-04-25 05:51:19.337097-05:00,Gcm notification Exception
2019-04-25 05:51:19.487406-05:00,APIs Error Request
2019-04-25 05:51:19.896056-05:00,DB Error
2019-04-25 05:51:20.060859-05:00,Gcm notification Exception
2019-04-25 05:51:20.739173-05:00,DB Error
2019-04-25 05:51:20.784632-05:00,Gcm notification Exception
2019-04-25 05:51:21.508415-05:00,Gcm notification Exception
2019-04-25 05:51:21.582284-05:00,DB Error
2019-04-25 05:51:21.752339-05:00,APIs Error Request
2019-04-25 05:51:22.232209-05:00,Gcm notification Exception
2019-04-25 05:51:22.425401-05:00,DB Error
2019-04-25 05:51:22.956013-05:00,Gcm notification Exception
2019-04-25 05:51:23.268512-05:00,DB Error
2019-04-25 05:51:23.679828-05:00,Gcm notification Exception
2019-04-25 05:51:24.017363-05:00,APIs Error Request
2019-04-25 05:51:24.111629-05:00,DB Error
2019-04-25 05:51:24.403654-05:00,Gcm notification Exception
2019-04-25 05:51:24.954741-05:00,DB Error
2019-04-25 05:51:25.127491-05:00,Gcm notification Exception
2019-04-25 05:51:25.797857-05:00,DB Error
2019-04-25 05:51:25.851338-05:00,Gcm notification Exception
2019-04-25 05:51:26.282478-05:00,APIs Error Request
2019-04-25 05:51:26.575195-05:00,Gcm notification Exception
2019-04-25 05:51:26.640969-05:00,DB Error
2019-04-25 05:51:27.299064-05:00,Gcm notification Exception
2019-04-25 05:51:27.484086-05:00,DB Error
2019-04-25 05:51:28.022942-05:00,Gcm notification Exception
2019-04-25 05:51:28.327197-05:00,DB Error
2019-04-25 05:51:28.547684-05:00,APIs Error Request
2019-04-25 05:51:28.746832-05:00,Gcm notification Exception
2019-04-25 05:51:29.170314-05:00,DB Error
2019-04-25 05:51:29.470732-05:00,Gcm notification Exception
2019-04-25 05:51:30.013425-05:00,DB Error
2019-04-25 05:51:30.194643-05:00,Gcm notification Exception
2019-04-25 05:51:30.812982-05:00,APIs Error Request
2019-04-25 05:51:30.856542-05:00,DB Error
2019-04-25 05:51:30.918564-05:00,Gcm notification Exception
2019-04-25 05:51:31.642496-05:00,Gcm notification Exception
2019-04-25 05:51:31.699654-05:00,DB Error
2019-04-25 05:51:32.366439-05:00,Gcm notification Exception
2019-04-25 05:51:32.542770-05:00,DB Error
2019-04-25 05:51:33.078372-05:00,APIs Error Request
2019-04-25 05:51:33.090392-05:00,Gcm notification Exception
2019-04-25 05:51:33.385882-05:00,DB Error
2019-04-25 05:51:33.814356-05:00,Gcm notification Exception
2019-04-25 05:51:34.228998-05:00,DB Error
2019-04-25 05:51:34.538331-05:00,Gcm notification Exception
2019-04-25 05:51:35.072110-05:00,DB Error
2019-04-25 05:51:35.262316-05:00,Gcm notification Exception
2019-04-25 05:51:35.343853-05:00,APIs Error Request
2019-04-25 05:51:35.915227-05:00,DB Error
2019-04-25 05:51:35.986312-05:00,Gcm notification Exception
2019-04-25 05:51:36.710318-05:00,Gcm notification Exception
2019-04-25 05:51:36.758338-05:00,DB Error
2019-04-25 05:51:37.434335-05:00,Gcm notification Exception
2019-04-25 05:51:37.601455-05:00,DB Error
2019-04-25 05:51:37.609425-05:00,APIs Error Request
2019-04-25 05:51:38.158363-05:00,Gcm notification Exception
2019-04-25 05:51:38.444567-05:00,DB Error
2019-04-25 05:51:38.882401-05:00,Gcm notification Exception
2019-04-25 05:51:39.287683-05:00,DB Error
2019-04-25 05:51:39.606450-05:00,Gcm notification Exception
2019-04-25 05:51:39.875089-05:00,APIs Error Request
2019-04-25 05:51:40.130795-05:00,DB Error
2019-04-25 05:51:40.330510-05:00,Gcm notification Exception
2019-04-25 05:51:40.973911-05:00,DB Error
2019-04-25 05:51:41.054580-05:00,Gcm notification Exception
2019-04-25 05:51:41.778661-05:00,Gcm notification Exception
2019-04-25 05:51:41.817023-05:00,DB Error
2019-04-25 05:51:42.140844-05:00,APIs Error Request
2019-04-25 05:51:42.502752-05:00,Gcm notification Exception
2019-04-25 05:51:42.660140-05:00,DB Error
2019-04-25 05:51:43.226854-05:00,Gcm notification Exception
2019-04-25 05:51:43.503251-05:00,DB Error
2019-04-25 05:51:43.950967-05:00,Gcm notification Exception
2019-04-25 05:51:44.346368-05:00,DB Error
2019-04-25 05:51:44.406690-05:00,APIs Error Request
2019-04-25 05:51:44.675090-05:00,Gcm notification Exception
2019-04-25 05:51:45.189479-05:00,DB Error
2019-04-25 05:51:45.399224-05:00,Gcm notification Exception
2019-04-25 05:51:46.032596-05:00,DB Error
2019-04-25 05:51:46.123369-05:00,Gcm notification Exception
2019-04-25 05:51:46.672628-05:00,APIs Error Request
2019-04-25 05:51:46.847524-05:00,Gcm notification Exception
2019-04-25 05:51:46.875708-05:00,DB Error
2019-04-25 05:51:47.571690-05:00,Gcm notification Exception
2019-04-25 05:51:47.718824-05:00,DB Error
2019-04-25 05:51:48.295866-05:00,Gcm notification Exception
2019-04-25 05:51:48.561936-05:00,DB Error
2019-04-25 05:51:48.938657-05:00,APIs Error Request
2019-04-25 05:51:49.020053-05:00,Gcm notification Exception
2019-04-25 05:51:49.405052-05:00,DB Error
2019-04-25 05:51:49.744251-05:00,Gcm notification Exception
2019-04-25 05:51:50.248164-05:00,DB Error
2019-04-25 05:51:50.468459-05:00,Gcm notification Exception
2019-04-25 05:51:51.091281-05:00,DB Error
2019-04-25 05:51:51.192678-05:00,Gcm notification Exception
2019-04-25 05:51:51.204778-05:00,APIs Error Request
2019-04-25 05:51:51.916908-05:00,Gcm notification Exception
2019-04-25 05:51:51.934392-05:00,DB Error
2019-04-25 05:51:52.641148-05:00,Gcm notification Exception
2019-04-25 05:51:52.777509-05:00,DB Error
2019-04-25 05:51:53.365399-05:00,Gcm notification Exception
2019-04-25 05:51:53.470990-05:00,APIs Error Request
2019-04-25 05:51:53.620621-05:00,DB Error
2019-04-25 05:51:54.089661-05:00,Gcm notification Exception
2019-04-25 05:51:54.463737-05:00,DB Error
2019-04-25 05:51:54.813933-05:00,Gcm notification Exception
2019-04-25 05:51:55.306849-05:00,DB Error
2019-04-25 05:51:55.538215-05:00,Gcm notification Exception
2019-04-25 05:51:55.737293-05:00,APIs Error Request
2019-04-25 05:51:56.149965-05:00,DB Error
2019-04-25 05:51:56.262509-05:00,Gcm notification Exception
2019-04-25 05:51:56.986813-05:00,Gcm notification Exception
2019-04-25 05:51:56.993077-05:00,DB Error
2019-04-25 05:51:57.711127-05:00,Gcm notification Exception
2019-04-25 05:51:57.836193-05:00,DB Error
2019-04-25 05:51:58.003688-05:00,APIs Error Request
2019-04-25 05:51:58.435453-05:00,Gcm notification Exception
2019-04-25 05:51:58.679305-05:00,DB Error
2019-04-25 05:51:59.159788-05:00,Gcm notification Exception
2019-04-25 05:51:59.522422-05:00,DB Error
2019-04-25 05:51:59.884135-05:00,Gcm notification Exception
2019-04-25 05:52:00.270174-05:00,APIs Error Request
2019-04-25 05:52:00.365534-05:00,DB Error
2019-04-25 05:52:01.208650-05:00,DB Error
2019-04-25 05:52:02.051762-05:00,DB Error
2019-04-25 05:52:02.536752-05:00,APIs Error Request
2019-04-25 05:52:02.894878-05:00,DB Error
2019-04-25 05:52:03.737990-05:00,DB Error
2019-04-25 05:52:04.581106-05:00,DB Error
2019-04-25 05:52:04.803421-05:00,APIs Error Request
2019-04-25 05:52:05.424218-05:00,DB Error
2019-04-25 05:52:06.267334-05:00,DB Error
2019-04-25 05:52:07.070182-05:00,APIs Error Request
2019-04-25 05:52:07.110446-05:00,DB Error
2019-04-25 05:52:07.953563-05:00,DB Error
2019-04-25 05:52:08.796675-05:00,DB Error
2019-04-25 05:52:09.337033-05:00,APIs Error Request
2019-04-25 05:52:09.639791-05:00,DB Error
2019-04-25 05:52:10.482903-05:00,DB Error
2019-04-25 05:52:11.326019-05:00,DB Error
2019-04-25 05:52:11.603977-05:00,APIs Error Request
2019-04-25 05:52:12.169131-05:00,DB Error
2019-04-25 05:52:13.012247-05:00,DB Error
2019-04-25 05:52:13.855359-05:00,DB Error
2019-04-25 05:52:13.871011-05:00,APIs Error Request
2019-04-25 05:52:14.698475-05:00,DB Error
2019-04-25 05:52:15.541588-05:00,DB Error
2019-04-25 05:52:16.138137-05:00,APIs Error Request
2019-04-25 05:52:16.384704-05:00,DB Error
2019-04-25 05:52:17.227816-05:00,DB Error
2019-04-25 05:52:18.070932-05:00,DB Error
2019-04-25 05:52:18.405355-05:00,APIs Error Request
2019-04-25 05:52:18.914044-05:00,DB Error
2019-04-25 05:52:19.757160-05:00,DB Error
2019-04-25 05:52:20.600272-05:00,DB Error
2019-04-25 05:52:20.672664-05:00,APIs Error Request
2019-04-25 05:52:21.443388-05:00,DB Error
2019-04-25 05:52:22.286501-05:00,DB Error
2019-04-25 05:52:22.940064-05:00,APIs Error Request
2019-04-25 05:52:23.129616-05:00,DB Error
2019-04-25 05:52:23.972729-05:00,DB Error
2019-04-25 05:52:24.815845-05:00,DB Error
2019-04-25 05:52:25.207556-05:00,APIs Error Request
2019-04-25 05:52:25.658957-05:00,DB Error
2019-04-25 05:52:26.502073-05:00,DB Error
2019-04-25 05:52:27.345185-05:00,DB Error
2019-04-25 05:52:27.475139-05:00,APIs Error Request
2019-04-25 05:52:28.188301-05:00,DB Error
2019-04-25 05:52:29.031413-05:00,DB Error
2019-04-25 05:52:29.742813-05:00,APIs Error Request
2019-04-25 05:52:29.874529-05:00,DB Error
2019-04-25 05:52:30.717642-05:00,DB Error
2019-04-25 05:52:31.560758-05:00,DB Error
2019-04-25 05:52:32.010579-05:00,APIs Error Request
2019-04-25 05:52:32.403870-05:00,DB Error
2019-04-25 05:52:33.246986-05:00,DB Error
2019-04-25 05:52:34.090098-05:00,DB Error
2019-04-25 05:52:34.278436-05:00,APIs Error Request
2019-04-25 05:52:34.933214-05:00,DB Error
2019-04-25 05:52:35.776326-05:00,DB Error
2019-04-25 05:52:36.546385-05:00,APIs Error Request
2019-04-25 05:52:36.619442-05:00,DB Error
2019-04-25 05:52:37.462555-05:00,DB Error
2019-04-25 05:52:38.305670-05:00,DB Error
2019-04-25 05:52:38.814425-05:00,APIs Error Request
2019-04-25 05:52:39.148783-05:00,DB Error
2019-04-25 05:52:39.991899-05:00,DB Error
2019-04-25 05:52:40.835011-05:00,DB Error
2019-04-25 05:52:41.082557-05:00,APIs Error Request
2019-04-25 05:52:41.678127-05:00,DB Error
2019-04-25 05:52:42.521239-05:00,DB Error
2019-04-25 05:52:43.350779-05:00,APIs Error Request
2019-04-25 05:52:43.364355-05:00,DB Error
2019-04-25 05:52:44.207468-05:00,DB Error
2019-04-25 05:52:45.050583-05:00,DB Error
2019-04-25 05:52:45.619094-05:00,APIs Error Request
2019-04-25 05:52:45.893696-05:00,DB Error
2019-04-25 05:52:46.736811-05:00,DB Error
2019-04-25 05:52:47.579924-05:00,DB Error
2019-04-25 05:52:47.887499-05:00,APIs Error Request
2019-04-25 05:52:48.423040-05:00,DB Error
2019-04-25 05:52:49.266152-05:00,DB Error
2019-04-25 05:52:50.109268-05:00,DB Error
2019-04-25 05:52:50.155997-05:00,APIs Error Request
2019-04-25 05:52:50.952380-05:00,DB Error
2019-04-25 05:52:51.795496-05:00,DB Error
2019-04-25 05:52:52.424585-05:00,APIs Error Request
2019-04-25 05:52:52.638609-05:00,DB Error
2019-04-25 05:52:53.481724-05:00,DB Error
2019-04-25 05:52:54.324837-05:00,DB Error
2019-04-25 05:52:54.693265-05:00,APIs Error Request
2019-04-25 05:52:55.167952-05:00,DB Error
2019-04-25 05:52:56.011065-05:00,DB Error
2019-04-25 05:52:56.854181-05:00,DB Error
2019-04-25 05:52:56.962036-05:00,APIs Error Request
2019-04-25 05:52:57.697293-05:00,DB Error
2019-04-25 05:52:58.540409-05:00,DB Error
2019-04-25 05:52:59.230899-05:00,APIs Error Request
2019-04-25 05:52:59.383522-05:00,DB Error
2019-04-25 05:53:00.226637-05:00,DB Error
2019-04-25 05:53:01.069750-05:00,DB Error
2019-04-25 05:53:01.499853-05:00,APIs Error Request
2019-04-25 05:53:01.912865-05:00,DB Error
2019-04-25 05:53:02.755978-05:00,DB Error
2019-04-25 05:53:03.599094-05:00,DB Error
2019-04-25 05:53:03.768899-05:00,APIs Error Request
2019-04-25 05:53:04.442206-05:00,DB Error
2019-04-25 05:53:05.285322-05:00,DB Error
2019-04-25 05:53:06.038035-05:00,APIs Error Request
2019-04-25 05:53:06.128435-05:00,DB Error
2019-04-25 05:53:06.971550-05:00,DB Error
2019-04-25 05:53:07.814663-05:00,DB Error
2019-04-25 05:53:08.307264-05:00,APIs Error Request
2019-04-25 05:53:08.657778-05:00,DB Error
2019-04-25 05:53:09.500891-05:00,DB Error
2019-04-25 05:53:10.344006-05:00,DB Error
2019-04-25 05:53:10.576583-05:00,APIs Error Request
2019-04-25 05:53:11.187119-05:00,DB Error
2019-04-25 05:53:12.030235-05:00,DB Error
2019-04-25 05:53:12.845995-05:00,APIs Error Request
2019-04-25 05:53:12.873347-05:00,DB Error
2019-04-25 05:53:13.716463-05:00,DB Error
2019-04-25 05:53:14.559576-05:00,DB Error
2019-04-25 05:53:15.115497-05:00,APIs Error Request
2019-04-25 05:53:15.402691-05:00,DB Error
2019-04-25 05:53:16.245804-05:00,DB Error
2019-04-25 05:53:17.088919-05:00,DB Error
2019-04-25 05:53:17.385091-05:00,APIs Error Request
2019-04-25 05:53:17.932032-05:00,DB Error
2019-04-25 05:53:18.775147-05:00,DB Error
2019-04-25 05:53:19.618260-05:00,DB Error
2019-04-25 05:53:19.654776-05:00,APIs Error Request
2019-04-25 05:53:20.461376-05:00,DB Error
2019-04-25 05:53:21.304489-05:00,DB Error
2019-04-25 05:53:21.924553-05:00,APIs Error Request
2019-04-25 05:53:22.147604-05:00,DB Error
2019-04-25 05:53:22.990717-05:00,DB Error
2019-04-25 05:53:23.833832-05:00,DB Error
2019-04-25 05:53:24.194421-05:00,APIs Error Request
2019-04-25 05:53:24.676945-05:00,DB Error
2019-04-25 05:53:25.520060-05:00,DB Error
2019-04-25 05:53:26.363173-05:00,DB Error
2019-04-25 05:53:26.464381-05:00,APIs Error Request
2019-04-25 05:53:27.206289-05:00,DB Error
2019-04-25 05:53:28.049401-05:00,DB Error
2019-04-25 05:53:28.734432-05:00,APIs Error Request
2019-04-25 05:53:28.892517-05:00,DB Error
2019-04-25 05:53:29.735630-05:00,DB Error
2019-04-25 05:53:30.578745-05:00,DB Error
2019-04-25 05:53:31.004574-05:00,APIs Error Request
2019-04-25 05:53:31.421858-05:00,DB Error
2019-04-25 05:53:32.264973-05:00,DB Error
2019-04-25 05:53:33.108086-05:00,DB Error
2019-04-25 05:53:33.274808-05:00,APIs Error Request
2019-04-25 05:53:33.951201-05:00,DB Error
2019-04-25 05:53:34.794314-05:00,DB Error
2019-04-25 05:53:35.545133-05:00,APIs Error Request
2019-04-25 05:53:35.637430-05:00,DB Error
2019-04-25 05:53:36.480543-05:00,DB Error
2019-04-25 05:53:37.323658-05:00,DB Error
2019-04-25 05:53:37.815549-05:00,APIs Error Request
2019-04-25 05:53:38.166771-05:00,DB Error
2019-04-25 05:53:39.009886-05:00,DB Error
2019-04-25 05:53:39.852999-05:00,DB Error
2019-04-25 05:53:40.086057-05:00,APIs Error Request
2019-04-25 05:53:40.696114-05:00,DB Error
2019-04-25 05:53:41.539227-05:00,DB Error
2019-04-25 05:53:42.356657-05:00,APIs Error Request
2019-04-25 05:53:42.382342-05:00,DB Error
2019-04-25 05:53:43.225456-05:00,DB Error
